"SITE_NO","RSQA_STUDY","STATION_NM","COUNTY_NM","STATE_CD","STATE_NM","STATE_ABBREV","RECORD_NO","AGENCY_CD","MEDIUM_CD_DESC","MEDIUM_CD_DEF","SAMPLE_START_DT","SAMPLE_START_TZ_DESC","SAMPLE_END_DT","SAMPLE_END_TZ_DESC","SAMPLE_START_LOCAL_DISP_FM","SAMPLE_START_UTC_DISP_FM","SAMPLE_END_LOCAL_DISP_FM","SAMPLE_END_UTC_DISP_FM","LOCAL_TZ_DESC","TM_DATUM_RLBLTY_CD","HYD_COND_CD","SAMP_TYPE_CD","HYD_EVENT_CD","TU_1_NM","BODY_PART_NM","METH_CD","METH_NM","RESULT_VA","RESULT_SG","RESULT_RD","REMARK_CD","RPT_LEV_VA","RPT_LEV_SG","RPT_LEV_CD","RPT_LEV_NM","PARM_CD","PARM_SEQ_GRP_NM","PARM_SEQ_GRP_DS","PARM_NM","LOAD_DT"
"01115114       ","NESQA","RUSH BROOK NEAR ELMDALE RD NEAR NORTH SCITUATE, RI","Providence County","44","Rhode Island","RI","01601785","USGS ","Plant tissue","Any type of non-animal tissue that comprises either whole orparts of plants, aquatic or non-aquatic.","8/1/2016 3:00:00 PM","Eastern Standard Time","","Eastern Standard Time","201608011100","201608011500","","","Eastern Standard Time","K","9","9","9","Taxon Unknown                      ","Unknown","ALGOR","Computation by NWIS algorithm","1120","4","3","","","","-9999 ","Null value - no value specified.","70950","Biological","Biological","Biomass/Chlrphyl ratio, peri","7/19/2019 10:51:00 AM"
"01109000       ","NESQA","WADING RIVER NEAR NORTON, MA","Bristol County","25","Massachusetts","MA","01602271","USGS ","Animal tissue","Any type of tissue that comprises either whole or parts ofinsects, fish, or other organisms living in an aquaticenvironment, or animals that may or may not have beencollected from a water body.","8/8/2016 12:01:00 PM","Eastern Standard Time","","Eastern Standard Time","201608080801","201608081201","","","Eastern Standard Time","K","X","9","X","Etheostoma                         ","Organism, whole","-9999","Null Value","4.9","2","2","","","","-9999 ","Null value - no value specified.","72146","Biological","Biological","Organism length, minimum","7/19/2019 10:55:00 AM"
"01174565       ","NESQA","WEST BRANCH SWIFT RIVER NEAR SHUTESBURY, MA","Franklin County","25","Massachusetts","MA","01602274","USGS ","Animal tissue","Any type of tissue that comprises either whole or parts ofinsects, fish, or other organisms living in an aquaticenvironment, or animals that may or may not have beencollected from a water body.","8/8/2016 12:01:00 PM","Eastern Standard Time","","Eastern Standard Time","201608080801","201608081201","","","Eastern Standard Time","K","X","9","X","Rhinichthys                        ","Organism, whole","-9999","Null Value","26.3","3","3","","","","-9999 ","Null value - no value specified.","62343","Biological","Biological","Specimen weight, total","7/19/2019 10:55:00 AM"
"01174565       ","NESQA","WEST BRANCH SWIFT RIVER NEAR SHUTESBURY, MA","Franklin County","25","Massachusetts","MA","01602274","USGS ","Animal tissue","Any type of tissue that comprises either whole or parts ofinsects, fish, or other organisms living in an aquaticenvironment, or animals that may or may not have beencollected from a water body.","8/8/2016 12:01:00 PM","Eastern Standard Time","","Eastern Standard Time","201608080801","201608081201","","","Eastern Standard Time","K","X","9","X","Rhinichthys                        ","Organism, whole","-9999","Null Value","10","2","2","","","","-9999 ","Null value - no value specified.","81614","Biological","Biological","IndividualsInSample","7/19/2019 10:55:00 AM"
"01196620       ","NESQA","MILL RIVER NEAR HAMDEN, CT","New Haven County","09","Connecticut","CT","01602210","USGS ","Animal tissue","Any type of tissue that comprises either whole or parts ofinsects, fish, or other organisms living in an aquaticenvironment, or animals that may or may not have beencollected from a water body.","8/1/2016 4:01:00 PM","Eastern Standard Time","","Eastern Standard Time","201608011101","201608011601","","","Eastern Standard Time","K","X","9","X","Perca                              ","Fillet","-9999","Null Value","133","3","3","","","","-9999 ","Null value - no value specified.","62340","Biological","Biological","Specimen length, average","7/19/2019 10:55:00 AM"
"01105583       ","NESQA","MONATIQUOT RIVER AT EAST BRAINTREE, MA","Norfolk County","25","Massachusetts","MA","01602212","USGS ","Animal tissue","Any type of tissue that comprises either whole or parts ofinsects, fish, or other organisms living in an aquaticenvironment, or animals that may or may not have beencollected from a water body.","8/2/2016 12:01:00 PM","Eastern Standard Time","","Eastern Standard Time","201608020801","201608021201","","","Eastern Standard Time","K","X","9","X","Micropterus                        ","Fillet","-9999","Null Value","4.1","2","4","","","","-9999 ","Null value - no value specified.","91105","Biological","Biological","Weight of tissue","7/19/2019 10:55:00 AM"
"01114000       ","NESQA","MOSHASSUCK RIVER AT PROVIDENCE, RI","Providence County","44","Rhode Island","RI","01602213","USGS ","Animal tissue","Any type of tissue that comprises either whole or parts ofinsects, fish, or other organisms living in an aquaticenvironment, or animals that may or may not have beencollected from a water body.","8/8/2016 12:01:00 PM","Eastern Standard Time","","Eastern Standard Time","201608080801","201608081201","","","Eastern Standard Time","K","X","9","X","Etheostoma                         ","Organism, whole","-9999","Null Value","4","1","2","","","","-9999 ","Null value - no value specified.","62342","Biological","Biological","Specimen weight, average","7/19/2019 10:55:00 AM"
"01114000       ","NESQA","MOSHASSUCK RIVER AT PROVIDENCE, RI","Providence County","44","Rhode Island","RI","01602213","USGS ","Animal tissue","Any type of tissue that comprises either whole or parts ofinsects, fish, or other organisms living in an aquaticenvironment, or animals that may or may not have beencollected from a water body.","8/8/2016 12:01:00 PM","Eastern Standard Time","","Eastern Standard Time","201608080801","201608081201","","","Eastern Standard Time","K","X","9","X","Etheostoma                         ","Organism, whole","-9999","Null Value","0.7","1","1","","","","-9999 ","Null value - no value specified.","72141","Biological","Biological","Organism length, std dev","7/19/2019 10:55:00 AM"
"01208925       ","NESQA","MILL RIVER NEAR FAIRFIELD, CT","Fairfield County","09","Connecticut","CT","01602203","USGS ","Animal tissue","Any type of tissue that comprises either whole or parts ofinsects, fish, or other organisms living in an aquaticenvironment, or animals that may or may not have beencollected from a water body.","8/2/2016 3:01:00 PM","Eastern Standard Time","","Eastern Standard Time","201608021001","201608021501","","","Eastern Standard Time","K","X","9","X","Esox                               ","Fillet","-9999","Null Value","19.5","3","3","","","","-9999 ","Null value - no value specified.","91106","Biological","Biological","Length of organism","7/19/2019 10:55:00 AM"
"01208925       ","NESQA","MILL RIVER NEAR FAIRFIELD, CT","Fairfield County","09","Connecticut","CT","01602204","USGS ","Animal tissue","Any type of tissue that comprises either whole or parts ofinsects, fish, or other organisms living in an aquaticenvironment, or animals that may or may not have beencollected from a water body.","8/2/2016 4:01:00 PM","Eastern Standard Time","","Eastern Standard Time","201608021101","201608021601","","","Eastern Standard Time","K","X","9","X","Lepomis                            ","Organism, whole","-9999","Null Value","102","3","3","","","","-9999 ","Null value - no value specified.","62340","Biological","Biological","Specimen length, average","7/19/2019 10:55:00 AM"
"01208925       ","NESQA","MILL RIVER NEAR FAIRFIELD, CT","Fairfield County","09","Connecticut","CT","01602204","USGS ","Animal tissue","Any type of tissue that comprises either whole or parts ofinsects, fish, or other organisms living in an aquaticenvironment, or animals that may or may not have beencollected from a water body.","8/2/2016 4:01:00 PM","Eastern Standard Time","","Eastern Standard Time","201608021101","201608021601","","","Eastern Standard Time","K","X","9","X","Lepomis                            ","Organism, whole","-9999","Null Value","59.7","3","3","","","","-9999 ","Null value - no value specified.","62343","Biological","Biological","Specimen weight, total","7/19/2019 10:55:00 AM"
"01208925       ","NESQA","MILL RIVER NEAR FAIRFIELD, CT","Fairfield County","09","Connecticut","CT","01602204","USGS ","Animal tissue","Any type of tissue that comprises either whole or parts ofinsects, fish, or other organisms living in an aquaticenvironment, or animals that may or may not have beencollected from a water body.","8/2/2016 4:01:00 PM","Eastern Standard Time","","Eastern Standard Time","201608021101","201608021601","","","Eastern Standard Time","K","X","9","X","Lepomis                            ","Organism, whole","-9999","Null Value","10.8","3","3","","","","-9999 ","Null value - no value specified.","72140","Biological","Biological","Organism length, maximum","7/19/2019 10:55:00 AM"
"01208925       ","NESQA","MILL RIVER NEAR FAIRFIELD, CT","Fairfield County","09","Connecticut","CT","01602204","USGS ","Animal tissue","Any type of tissue that comprises either whole or parts ofinsects, fish, or other organisms living in an aquaticenvironment, or animals that may or may not have beencollected from a water body.","8/2/2016 4:01:00 PM","Eastern Standard Time","","Eastern Standard Time","201608021101","201608021601","","","Eastern Standard Time","K","X","9","X","Lepomis                            ","Organism, whole","-9999","Null Value","3","1","1","","","","-9999 ","Null value - no value specified.","81614","Biological","Biological","IndividualsInSample","7/19/2019 10:55:00 AM"
"01208925       ","NESQA","MILL RIVER NEAR FAIRFIELD, CT","Fairfield County","09","Connecticut","CT","01602205","USGS ","Animal tissue","Any type of tissue that comprises either whole or parts ofinsects, fish, or other organisms living in an aquaticenvironment, or animals that may or may not have beencollected from a water body.","8/2/2016 4:02:00 PM","Eastern Standard Time","","Eastern Standard Time","201608021102","201608021602","","","Eastern Standard Time","K","X","9","X","Lepomis                            ","Organism, whole","-9999","Null Value","11","2","3","","","","-9999 ","Null value - no value specified.","62342","Biological","Biological","Specimen weight, average","7/19/2019 10:55:00 AM"
"01208925       ","NESQA","MILL RIVER NEAR FAIRFIELD, CT","Fairfield County","09","Connecticut","CT","01602205","USGS ","Animal tissue","Any type of tissue that comprises either whole or parts ofinsects, fish, or other organisms living in an aquaticenvironment, or animals that may or may not have beencollected from a water body.","8/2/2016 4:02:00 PM","Eastern Standard Time","","Eastern Standard Time","201608021102","201608021602","","","Eastern Standard Time","K","X","9","X","Lepomis                            ","Organism, whole","-9999","Null Value","8.9","2","2","","","","-9999 ","Null value - no value specified.","72140","Biological","Biological","Organism length, maximum","7/19/2019 10:55:00 AM"
"01196620       ","NESQA","MILL RIVER NEAR HAMDEN, CT","New Haven County","09","Connecticut","CT","01602207","USGS ","Animal tissue","Any type of tissue that comprises either whole or parts ofinsects, fish, or other organisms living in an aquaticenvironment, or animals that may or may not have beencollected from a water body.","8/1/2016 1:01:00 PM","Eastern Standard Time","","Eastern Standard Time","201608010801","201608011301","","","Eastern Standard Time","K","X","9","X","Rhinichthys                        ","Organism, whole","-9999","Null Value","3","1","2","","","","-9999 ","Null value - no value specified.","62342","Biological","Biological","Specimen weight, average","7/19/2019 10:55:00 AM"
"01105600       ","NESQA","OLD SWAMP RIVER NEAR SOUTH WEYMOUTH, MA","Norfolk County","25","Massachusetts","MA","01602224","USGS ","Animal tissue","Any type of tissue that comprises either whole or parts ofinsects, fish, or other organisms living in an aquaticenvironment, or animals that may or may not have beencollected from a water body.","8/2/2016 1:01:00 PM","Eastern Standard Time","","Eastern Standard Time","201608020901","201608021301","","","Eastern Standard Time","K","X","9","X","Etheostoma                         ","Organism, whole","-9999","Null Value","9","1","1","","","","-9999 ","Null value - no value specified.","81614","Biological","Biological","IndividualsInSample","7/19/2019 10:55:00 AM"
"01105600       ","NESQA","OLD SWAMP RIVER NEAR SOUTH WEYMOUTH, MA","Norfolk County","25","Massachusetts","MA","01602225","USGS ","Animal tissue","Any type of tissue that comprises either whole or parts ofinsects, fish, or other organisms living in an aquaticenvironment, or animals that may or may not have beencollected from a water body.","8/2/2016 2:01:00 PM","Eastern Standard Time","","Eastern Standard Time","201608021001","201608021401","","","Eastern Standard Time","K","X","9","X","Salvelinus                         ","Fillet","-9999","Null Value","21.5","3","4","","","","-9999 ","Null value - no value specified.","91105","Biological","Biological","Weight of tissue","7/19/2019 10:55:00 AM"
